feasibility,energy
1,-10.7852745
1,-10.7852745
1,-10.7852745
1,-10.7852745
1,-10.642391
1,-10.642391
1,-10.642391
1,-10.642391
1,-10.642391
1,-10.642391
1,-10.642391
1,-10.642391
1,-10.57098
1,-10.57098
1,-10.57098
1,-10.57098
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.499508
1,-10.42812
1,-10.428119
1,-10.428119
1,-10.428119
1,-10.428119
1,-10.428097
1,-10.428097
1,-10.428097
1,-10.428097
1,-10.428036
1,-10.428036
1,-10.428036
1,-10.428036
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356686
1,-10.356625
1,-10.356625
1,-10.356625
1,-10.356625
1,-10.2852745
1,-10.2852745
1,-10.2852745
1,-10.2852745
1,-10.285236
1,-10.285236
1,-10.285235
1,-10.285235
1,-10.285235
1,-10.285235
1,-10.285235
1,-10.285235
1,-10.285235
1,-10.285235
1,-10.285213
1,-10.285213
1,-10.285213
1,-10.285213
1,-10.285213
1,-10.285213
1,-10.285213
1,-10.285213
1,-10.213764
1,-10.213763
1,-10.213763
1,-10.213763
1,-10.213763
1,-10.213741
1,-10.213741
1,-10.213741
1,-10.213741
1,-10.213741
1,-10.213741
1,-10.213741
1,-10.213741
1,-10.213215
1,-10.213214
1,-10.213214
1,-10.213214
1,-10.213214
1,-10.142414
1,-10.142414
1,-10.142413
1,-10.142413
1,-10.142413
1,-10.142413
1,-10.142413
1,-10.142413
1,-10.142413
1,-10.142413
1,-10.142391
1,-10.142391
1,-10.142391
1,-10.142391
1,-10.142353
1,-10.142352
1,-10.142352
1,-10.142352
1,-10.142352
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.14233
1,-10.070992
1,-10.070992
1,-10.070992
1,-10.070992
1,-10.0709915
1,-10.0709915
1,-10.070942
1,-10.070942
1,-10.070941
1,-10.070941
1,-10.070941
1,-10.070941
1,-10.070941
1,-10.070941
1,-10.070941
1,-10.070941
1,-10.070919
1,-10.070919
1,-10.070919
1,-10.070919
1,-10.070919
1,-10.070919
1,-10.070919
1,-10.070919
1,-10.070858
1,-10.070858
1,-10.070858
1,-10.070858
1,-10.070393
1,-10.070393
1,-10.070392
1,-10.070392
1,-10.070392
1,-10.070392
1,-10.070392
1,-10.070392
1,-10.070392
1,-10.070392
1,-9.99947
1,-9.999469
1,-9.999469
1,-9.999469
1,-9.999469
1,-9.99892
1,-9.9989195
1,-9.9989195
1,-9.9989195
1,-9.9989195
1,-9.92817
1,-9.92817
1,-9.92817
1,-9.92817
1,-9.928169
1,-9.928169
1,-9.928109
1,-9.928109
1,-9.928109
1,-9.928109
1,-9.928108
1,-9.928108
1,-9.928059
1,-9.928059
1,-9.928059
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928058
1,-9.928036
1,-9.928036
1,-9.928036
1,-9.928036
1,-9.928036
1,-9.928036
1,-9.928036
1,-9.928036
1,-9.927975
1,-9.927975
1,-9.927975
1,-9.927975
1,-9.927914
1,-9.927914
1,-9.927914
1,-9.927914
1,-9.927509
1,-9.927509
1,-9.927509
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.927508
1,-9.856698
1,-9.856698
1,-9.856698
1,-9.856698
1,-9.856697
1,-9.856697
1,-9.8566475
1,-9.856647
1,-9.856647
1,-9.856647
1,-9.856647
1,-9.856625
1,-9.856625
1,-9.856625
1,-9.856625
1,-9.856625
1,-9.856625
1,-9.856625
1,-9.856625
1,-9.856586
1,-9.8565855
1,-9.8565855
1,-9.8565855
1,-9.8565855
1,-9.856564
1,-9.856564
1,-9.856564
1,-9.856564
1,-9.856149
1,-9.856149
1,-9.856149
1,-9.856149
1,-9.856148
1,-9.856148
1,-9.856098
1,-9.856097
1,-9.856097
1,-9.856097
1,-9.856097
1,-9.856037
1,-9.856036
1,-9.856036
1,-9.856036
1,-9.856036
1,-9.713867
1,-9.713867
1,-9.713867
1,-9.713867
1,-9.713867
1,-9.713867
1,-9.713815
1,-9.713815
1,-9.713815
1,-9.713815
1,-9.713815
1,-9.713815
1,-9.713815
1,-9.713815
1,-9.713814
1,-9.713814
1,-9.713814
1,-9.713814
1,-9.713764
1,-9.713763
1,-9.713763
1,-9.713763
1,-9.713763
1,-9.713741
1,-9.713741
1,-9.713741
1,-9.713741
1,-9.713741
1,-9.713741
1,-9.713741
1,-9.713741
1,-9.713703
1,-9.713702
1,-9.713702
1,-9.713702
1,-9.713702
1,-9.71368
1,-9.71368
1,-9.71368
1,-9.71368
1,-9.713642
1,-9.713641
1,-9.713641
1,-9.713641
1,-9.713641
1,-9.713619
1,-9.713619
1,-9.713619
1,-9.713619
1,-9.713265
1,-9.713265
1,-9.713265
1,-9.713265
1,-9.713265
1,-9.713265
1,-9.713265
1,-9.713265
1,-9.713264
1,-9.713264
1,-9.713264
1,-9.713264
1,-9.713215
1,-9.713214
1,-9.713214
1,-9.713214
1,-9.713214
1,-9.713154
1,-9.713153
1,-9.713153
1,-9.713153
1,-9.713153
1,-9.713093
1,-9.713092
1,-9.713092
1,-9.713092
1,-9.713092
1,-9.642353
1,-9.642352
1,-9.642352
1,-9.642352
1,-9.642352
1,-9.642343
1,-9.642343
1,-9.642343
1,-9.642343
1,-9.642342
1,-9.642342
1,-9.642292
1,-9.642291
1,-9.642291
1,-9.642291
1,-9.642291
1,-9.641804
1,-9.641803
1,-9.641803
1,-9.641803
1,-9.641803
1,-9.641793
1,-9.641793
1,-9.641793
1,-9.641793
1,-9.641792
1,-9.641792
1,-9.641743
1,-9.641742
1,-9.641742
1,-9.641742
1,-9.641742
1,-9.640756
1,-9.640756
1,-9.640756
1,-9.640756
1,-9.640755
1,-9.640755
0,-9.571426
0,-9.571426
0,-9.571426
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.5709305
0,-9.570923
0,-9.570923
0,-9.570923
0,-9.570923
0,-9.570923
0,-9.570923
1,-9.499573
1,-9.499573
1,-9.499573
1,-9.499573
1,-9.499573
1,-9.499573
1,-9.499573
1,-9.49947
1,-9.499469
1,-9.499469
1,-9.499469
1,-9.499469
1,-9.499459
1,-9.499459
1,-9.499459
1,-9.499459
1,-9.499458
1,-9.499458
1,-9.499447
1,-9.499447
1,-9.499447
1,-9.499447
1,-9.499447
1,-9.499447
1,-9.499447
1,-9.499447
1,-9.499429
1,-9.499429
1,-9.499429
1,-9.499429
1,-9.499428
1,-9.499428
1,-9.499409
1,-9.499408
1,-9.499408
1,-9.499408
1,-9.499408
1,-9.499386
1,-9.499386
1,-9.499386
1,-9.499386
1,-9.499348
1,-9.499347
1,-9.499347
1,-9.499347
1,-9.499347
1,-9.499325
1,-9.499325
1,-9.499325
1,-9.499325
1,-9.499023
1,-9.499023
1,-9.499023
1,-9.499023
1,-9.499023
1,-9.499023
1,-9.499023
1,-9.49892
1,-9.4989195
1,-9.4989195
1,-9.4989195
1,-9.4989195
1,-9.49891
1,-9.49891
1,-9.49891
1,-9.49891
1,-9.498909
1,-9.498909
1,-9.498859
1,-9.498858
1,-9.498858
1,-9.498858
1,-9.498858
1,-9.498849
1,-9.498849
1,-9.498849
1,-9.498849
1,-9.498848
1,-9.498848
1,-9.498798
1,-9.498797
1,-9.498797
1,-9.498797
1,-9.498797
1,-9.497872
1,-9.497872
1,-9.497872
1,-9.497872
1,-9.497871
1,-9.497871
1,-9.497811
1,-9.497811
1,-9.497811
1,-9.497811
1,-9.49781
1,-9.49781
0,-9.428574
0,-9.428574
0,-9.428574
0,-9.428574
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428108
0,-9.428101
0,-9.428101
0,-9.428101
0,-9.428101
0,-9.428101
0,-9.428101
1,-9.428048
1,-9.428048
1,-9.428048
1,-9.428048
1,-9.428047
1,-9.428047
1,-9.427499
1,-9.427499
1,-9.427499
1,-9.427499
1,-9.427498
1,-9.427498
1,-9.426461
1,-9.426461
1,-9.426461
1,-9.426461
1,-9.42646
1,-9.42646
0,-9.357147
0,-9.357147
0,-9.357147
0,-9.357147
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356686
0,-9.356625
0,-9.356625
0,-9.356625
0,-9.356625
0,-9.285713
0,-9.285713
0,-9.285713
0,-9.285713
0,-9.285713
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285225
0,-9.285217
0,-9.285217
0,-9.285217
0,-9.285217
0,-9.285217
0,-9.285217
1,-9.285217
1,-9.285217
1,-9.285217
1,-9.285217
1,-9.285217
1,-9.285217
1,-9.285217
1,-9.285175
1,-9.285174
1,-9.285174
1,-9.285174
1,-9.285174
1,-9.285165
1,-9.285165
1,-9.285165
1,-9.285165
1,-9.285164
1,-9.285164
1,-9.285134
1,-9.285134
1,-9.285134
1,-9.285134
1,-9.285133
1,-9.285133
1,-9.285114
1,-9.285113
1,-9.285113
1,-9.285113
1,-9.285113
1,-9.285053
1,-9.285052
1,-9.285052
1,-9.285052
1,-9.285052
1,-9.284626
1,-9.284625
1,-9.284625
1,-9.284625
1,-9.284625
1,-9.2846155
1,-9.2846155
1,-9.2846155
1,-9.2846155
1,-9.284615
1,-9.284615
1,-9.284607
1,-9.284607
1,-9.284607
1,-9.284607
1,-9.284607
1,-9.284607
1,-9.284607
1,-9.284565
1,-9.284564
1,-9.284564
1,-9.284564
1,-9.284564
1,-9.2845545
1,-9.2845545
1,-9.2845545
1,-9.2845545
1,-9.284554
1,-9.284554
1,-9.284504
1,-9.284503
1,-9.284503
1,-9.284503
1,-9.284503
1,-9.283578
1,-9.283578
1,-9.283578
1,-9.283578
1,-9.283577
1,-9.283577
1,-9.283569
1,-9.283569
1,-9.283569
1,-9.283569
1,-9.283569
1,-9.283569
1,-9.283569
1,-9.283517
1,-9.283517
1,-9.283517
1,-9.283517
1,-9.283516
1,-9.283516
0,-9.214294
0,-9.214294
0,-9.214294
0,-9.214294
0,-9.214294
0,-9.214294
0,-9.214287
0,-9.214287
0,-9.214287
0,-9.214287
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213814
0,-9.213509
0,-9.213509
0,-9.213509
0,-9.213509
0,-9.213509
0,-9.213509
0,-9.213509
0,-9.213387
0,-9.213387
0,-9.213387
0,-9.213387
0,-9.213387
0,-9.213387
