feasibility,energy
1,-22.78555
1,-22.78555
1,-22.78555
1,-22.78555
1,-22.642727
1,-22.642727
1,-22.642727
1,-22.642727
1,-22.642483
1,-22.642483
1,-22.642483
1,-22.642483
1,-22.571072
1,-22.571072
1,-22.571072
1,-22.571072
1,-22.499905
1,-22.499905
1,-22.499905
1,-22.499905
1,-22.49966
1,-22.49966
1,-22.49966
1,-22.49966
1,-22.49966
1,-22.49966
1,-22.49966
1,-22.49966
1,-22.42825
1,-22.42825
1,-22.42825
1,-22.42825
1,-22.42825
1,-22.42825
1,-22.42825
1,-22.42825
1,-22.428242
1,-22.428242
1,-22.428242
1,-22.428242
1,-22.428242
1,-22.35696
1,-22.35696
1,-22.35696
1,-22.35696
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.356716
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.28542
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.285305
1,-22.214008
1,-22.214008
1,-22.214008
1,-22.214008
1,-22.214008
1,-22.213894
1,-22.213894
1,-22.213894
1,-22.213894
1,-22.213894
1,-22.213894
1,-22.213894
1,-22.213894
1,-22.213642
1,-22.213642
1,-22.213642
1,-22.213642
1,-22.213642
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142483
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.142475
1,-22.071175
1,-22.071175
1,-22.071175
1,-22.071175
1,-22.071175
1,-22.071175
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071072
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.071064
1,-22.07082
1,-22.07082
1,-22.07082
1,-22.07082
1,-22.07082
1,-22.070698
1,-22.070698
1,-22.070698
1,-22.070698
1,-22.070698
1,-21.999653
1,-21.999653
1,-21.999653
1,-21.999653
1,-21.999653
1,-21.99953
1,-21.99953
1,-21.99953
1,-21.99953
1,-21.99953
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.92825
1,-21.928242
1,-21.928242
1,-21.928242
1,-21.928242
1,-21.928242
1,-21.928242
