0.981
0.996
0.982
0.988
0.997
0.987
1.0
0.986
0.998
0.994
0.952
1.0
0.932
0.999
0.993
0.998
1.0
0.997
1.0
0.992
0.861
0.946
1.0
0.965
0.955
0.97
1.0
0.989
0.97
1.0
1.0
0.986
0.963
0.997
1.0
1.0
1.0
0.998
0.939
1.0
0.895
1.0
0.972
1.0
0.978
0.978
0.99
0.97
0.982
0.957
0.947
0.984
1.0
0.987
1.0
1.0
0.996
0.922
0.964
0.998
0.992
0.965
0.996
0.998
0.976
1.0
0.989
0.922
0.999
1.0
0.999
0.972
0.996
0.988
0.987
0.925
0.989
0.939
0.964
0.997
0.988
0.976
0.992
0.989
0.982
0.938
0.99
0.879
0.988
0.969
0.961
0.981
1.0
0.998
0.999
0.996
0.946
1.0
1.0
0.905
